fecha,dia,mes,mes_nombre,dia_semana_2024,tipo_semana,consumo_kwh,coste_estimado_parcial_eur,potencia_media_diaria_kw,potencia_max_horaria_kw,reactiva_retrasada_kvarh,reactiva_adelantada_kvarh,CO2_tCO2,factor_potencia_retrasada,factor_potencia_adelantada,coste_unitario_parcial_eur_kwh,temperatura_media,temperatura_minima,temperatura_maxima,precipitacion,viento_medio,racha_viento,horas_sol,presion_maxima,presion_minima,num_estaciones,estacion,tipo_temperatura
2024-01-01,1,1,Enero,Monday,Weekday,351.86,10.2726024,14.660833333333334,15.8,166.62,948.96,0.0,85.299375,57.076145833333335,0.02919514124936054,9.172330654420207,4.658897818599312,13.689437428243398,0.090635838150289,1.9254545454545453,7.419160839160839,5.417361111111111,964.1657657657656,960.009009009009,888,Invierno,Normal
2024-01-02,2,1,Enero,Tuesday,Weekday,3950.4300000000003,154.68050681,164.60125000000002,498.93,1579.63,294.06,0.0,84.20729166666666,92.138125,0.039155359495042306,10.25776754890679,5.570655926352129,14.947126436781607,3.706025492468135,3.0623776223776225,10.56484593837535,3.106164383561644,964.3923076923078,960.0307692307692,887,Invierno,Normal
2024-01-03,3,1,Enero,Wednesday,Weekday,3561.05,138.94994493,148.37708333333333,485.53,1285.59,265.59000000000003,1.53,86.10000000000001,92.61729166666667,0.03901937488381235,11.894285714285717,7.892228571428571,15.8952,0.7917824074074075,2.42125,8.755,2.678620689655172,963.0165919282512,959.3573991031392,890,Invierno,Normal
2024-01-04,4,1,Enero,Thursday,Weekday,4977.72,198.35282453,207.405,528.08,2059.11,224.57,2.17,84.128125,93.42375,0.0398481281651037,10.535624284077892,6.846506300114547,14.220847651775486,5.277468060394889,2.1214186369958274,9.1884239888424,2.25578231292517,962.0657657657658,953.6135135135136,892,Invierno,Normal
2024-01-05,5,1,Enero,Friday,Weekday,4683.4,187.38045169,195.14166666666665,495.58,1960.6,258.15999999999997,2.04,84.06302083333334,92.8628125,0.04000949132894906,8.337729357798166,5.485681557846506,11.198967889908255,5.58150289017341,3.571727019498608,11.899579831932773,3.462068965517241,957.6264573991032,951.1780269058296,892,Invierno,Frío
2024-01-06,6,1,Enero,Saturday,Weekend,372.96,1.2456863999999999,15.54,17.33,209.83,1029.8,0.0,84.00864583333333,55.6675,0.0033399999999999997,7.313386727688787,3.8901601830663615,10.737299771167049,2.6979214780600462,3.2478991596638656,10.898595505617978,5.729861111111111,962.6843049327356,956.9170403587444,891,Invierno,Frío
2024-01-07,7,1,Enero,Sunday,Weekend,348.92,1.1653927999999998,14.538333333333334,15.58,161.22,946.86,0.0,85.71739583333334,56.790416666666665,0.0033399999999999992,6.786613272311213,2.6902745995423345,10.889142857142858,0.9818076477404404,2.788251748251748,9.190909090909091,6.388194444444444,964.0251121076234,961.5636771300448,890,Invierno,Frío
2024-01-08,8,1,Enero,Monday,Weekday,5318.51,218.07374079,221.60458333333335,492.84,2351.88,236.99,2.33,80.50916666666667,93.530625,0.04100278852347743,5.805498281786941,1.2837342497136313,10.328865979381444,0.5324825986078886,2.1,7.631837307152876,5.531034482758621,964.8678733031674,960.953846153846,888,Invierno,Frío
2024-01-09,9,1,Enero,Tuesday,Weekday,5488.37,223.41251477,228.68208333333334,490.14,2169.94,234.07999999999998,2.4699999999999998,86.39635416666665,93.79520833333333,0.0407065330453304,6.700573394495413,3.0772935779816515,10.32809633027523,1.7424418604651162,1.4355244755244756,5.602244039270687,3.1333333333333333,962.6807174887892,960.0515695067264,889,Invierno,Frío
2024-01-10,10,1,Enero,Wednesday,Weekday,4445.1900000000005,174.0494232,185.21625000000003,492.01,1778.58,488.77,1.96,85.71072916666667,85.01177083333333,0.03915455204389463,7.401947308132875,4.605040091638029,10.196563573883164,3.0424242424242425,1.8936974789915968,7.191139240506328,1.8727891156462584,963.0657657657658,959.5833333333334,888,Invierno,Frío
2024-01-11,11,1,Enero,Thursday,Weekday,5314.61,214.73521345999998,221.44208333333333,515.4,2298.33,221.26999999999998,2.32,84.50604166666666,94.36416666666666,0.04040469826760571,6.755517241379311,3.213793103448276,10.300344827586208,0.9579743888242142,2.037412095639944,7.511739745403112,4.375342465753424,964.2380733944954,959.6169724770642,888,Invierno,Frío
2024-01-12,12,1,Enero,Friday,Weekday,5206.18,210.99414546,216.92416666666668,491.33,2255.66,240.16000000000003,2.32,84.19604166666666,94.06958333333334,0.040527631672358615,6.846735395189003,2.0302059496567506,11.674455899198168,0.0861948955916473,2.37020979020979,7.835574229691877,6.309027777777778,967.40407239819,963.8339366515836,890,Invierno,Frío
2024-01-13,13,1,Enero,Saturday,Weekend,3075.3,10.271502,128.13750000000002,402.91,1156.17,609.46,1.26,88.02291666666667,80.430625,0.0033399999999999997,8.792528735632184,3.764942528735632,13.822413793103449,1.6351162790697675,2.199023709902371,7.772625698324022,3.4746575342465755,968.2515837104072,964.012669683258,888,Invierno,Frío
2024-01-14,14,1,Enero,Sunday,Weekend,980.0,3.2732,40.833333333333336,135.43,253.88,904.49,0.29,87.68385416666666,73.06916666666667,0.00334,11.413808975834293,7.150978135788262,15.687241379310343,3.996499416569428,2.4537709497206706,9.248391608391607,2.493793103448276,963.80814479638,958.8461538461538,889,Invierno,Normal
2024-01-15,15,1,Enero,Monday,Weekday,3968.64,162.19081971,165.35999999999999,387.39,2050.75,226.94,1.74,83.608125,93.77291666666667,0.040868110917089986,12.871626297577857,9.553517877739331,16.193425605536333,3.0406323185011708,2.6986033519553074,9.309663865546218,1.1486301369863012,959.547963800905,956.3018099547512,887,Invierno,Normal
2024-01-16,16,1,Enero,Tuesday,Weekday,4084.72,164.96785713,170.19666666666666,364.35,2134.17,226.32999999999998,1.79,80.88208333333334,93.72520833333334,0.04038657659031709,13.39150401836969,9.631995412844038,17.14971297359357,7.643559718969556,3.3372222222222225,13.96527777777778,2.2258503401360543,957.8085201793722,950.0385650224216,891,Invierno,Normal
2024-01-17,17,1,Enero,Wednesday,Weekday,3438.23,134.06242563,143.25958333333332,286.59,1376.79,139.24,1.57,85.9421875,97.46791666666667,0.038991697946327036,13.317803468208092,10.514682080924857,16.124452133794694,5.745422535211268,5.092050209205021,16.812762973352033,3.2352112676056337,951.8781818181818,945.2527272727272,888,Invierno,Normal
2024-01-18,18,1,Enero,Thursday,Weekday,7353.84,257.14537336,306.41,553.22,3490.23,104.99999999999999,3.42,87.93624999999999,97.65468750000001,0.03496749635020615,12.480756013745705,8.959954233409611,16.008247422680412,5.786065573770492,3.760251046025104,13.989200561009817,3.734722222222222,955.009009009009,948.1873873873874,891,Invierno,Normal
2024-01-19,19,1,Enero,Friday,Weekday,7175.1,226.19696771,298.96250000000003,465.74,3194.14,120.43,3.3,90.04124999999999,97.09052083333334,0.031525270408774786,7.967889908256881,4.496334478808706,11.447706422018348,7.694651162790697,3.6850140056022407,12.375668073136428,2.2910344827586204,960.4877828054298,952.2900452488688,891,Invierno,Frío
2024-01-20,20,1,Enero,Saturday,Weekend,5013.58,16.7453572,208.89916666666667,329.58,1887.96,210.25,2.33,92.8384375,96.60583333333334,0.00334,6.606636155606407,1.9930205949656752,11.221739130434782,0.293279258400927,2.213146853146853,8.876858345021038,6.26338028169014,972.2927272727272,960.2813636363636,892,Invierno,Frío
2024-01-21,21,1,Enero,Sunday,Weekend,1189.8,3.973932,49.574999999999996,158.23000000000002,729.65,1240.37,0.43,88.85416666666667,56.829791666666665,0.00334,8.25433789954338,3.0778538812785388,13.432269099201823,0.1746234067207416,2.0720445062586927,7.294853963838665,6.393706293706293,976.3385650224216,971.7919282511212,892,Invierno,Frío
2024-01-22,22,1,Enero,Monday,Weekday,4018.1200000000003,160.73494694,167.42166666666668,374.47,2007.6299999999999,130.97,1.82,85.33479166666666,97.27270833333334,0.040002525295411775,9.804142692750286,4.39632183908046,15.217146144994247,0.5714619883040936,2.404861111111111,8.353417015341702,5.456164383561644,978.4195454545454,974.2663636363636,891,Invierno,Normal
2024-01-23,23,1,Enero,Tuesday,Weekday,5216.8,169.71580172999998,217.36666666666667,335.02,2682.32,119.04,2.44,87.48291666666667,97.84364583333333,0.03253254902047231,12.468087557603686,6.89389400921659,18.042281105990785,0.04585764294049,1.9590529247910864,6.893584379358438,6.9530612244897965,982.4976744186048,979.4767441860464,889,Invierno,Normal
2024-01-24,24,1,Enero,Wednesday,Weekday,4869.4,152.77624543,202.89166666666665,366.44,2347.07,200.64000000000001,2.25,88.93510416666668,97.10718750000001,0.0313747577586561,13.231718569780853,6.961361014994233,19.501960784313727,0.0255542590431738,1.864763231197772,6.3788218793828895,7.527397260273973,982.0353773584906,978.8188679245284,889,Invierno,Normal
2024-01-25,25,1,Enero,Thursday,Weekday,4987.04,157.81870089,207.79333333333332,341.03,2409.79,128.3,2.39,88.54666666666667,97.34364583333333,0.03164576600348103,13.643383199079402,7.0150574712643685,20.26363636363636,0.0210035005834305,1.8366806136680616,6.453491620111731,7.689041095890411,978.20814479638,973.9836363636364,888,Invierno,Normal
2024-01-26,26,1,Enero,Friday,Weekday,7069.29,245.93984136999998,294.55375,492.13,3040.14,102.3,3.31,88.6334375,97.7415625,0.03478989281384693,13.259335624284075,6.808237986270022,19.705956471935853,0.0097674418604651,1.6855354659248958,5.898186889818689,7.122448979591836,975.4592760180996,972.410407239819,889,Invierno,Normal
2024-01-27,27,1,Enero,Saturday,Weekend,1662.21,5.551781399999999,69.25875,227.89,483.32,766.11,0.63,90.81614583333334,78.31416666666667,0.0033399999999999997,13.084114285714286,6.781942857142857,19.3864,0.0088167053364269,1.7975069252077562,6.2436288088642655,7.373287671232877,972.7668161434976,969.104932735426,892,Invierno,Normal
2024-01-28,28,1,Enero,Sunday,Weekend,1193.85,3.987459,49.74375,124.35,277.29,735.39,0.32,85.46791666666667,80.12385416666667,0.00334,12.520137299771168,6.592105263157895,18.454057142857145,0.0038327526132404,2.0933333333333333,7.521111111111111,6.534722222222222,971.1225225225226,968.7166666666668,890,Invierno,Normal
2024-01-29,29,1,Enero,Monday,Weekday,5548.65,220.44086880999998,231.19375,462.1,2205.12,103.43,2.4499999999999997,85.65625,97.74343750000001,0.039728739208636336,12.044393592677345,7.544508009153318,16.542562929061784,0.0209059233449477,2.01908077994429,6.838354253835426,4.330821917808219,972.9855855855856,969.7986486486486,889,Invierno,Normal
2024-01-30,30,1,Enero,Tuesday,Weekday,5233.08,192.03017781,218.045,459.82,2146.15,107.99000000000001,2.33,87.234375,97.57260416666666,0.036695440889495286,11.338946162657502,6.550859106529209,16.12852233676976,0.0065192083818393,1.7361997226074894,6.075034867503487,5.704794520547945,974.341891891892,971.2657657657658,891,Invierno,Normal
2024-01-31,31,1,Enero,Wednesday,Weekday,6141.4400000000005,223.51861176999998,255.89333333333335,512.4200000000001,2311.63,109.86000000000001,2.78,88.40927083333334,97.68104166666666,0.03639514702903553,10.924885321100918,5.53184421534937,16.321788990825688,0.0053302433371958,1.7620833333333334,6.145188284518829,6.581379310344827,976.727149321267,973.9108597285068,891,Invierno,Normal
2024-02-01,1,2,Febrero,Thursday,Weekday,6114.66,227.16691256,254.7775,486.4,2811.34,107.89000000000001,2.72,86.51364583333333,97.88708333333334,0.037151192798945486,10.884712643678162,4.938505747126436,16.83241379310345,0.0645760743321719,2.071388888888889,7.249513212795549,7.101379310344828,977.8177272727272,974.6040909090908,891,Invierno,Normal
2024-02-02,2,2,Febrero,Friday,Weekday,4048.61,143.13844422,168.69208333333333,401.33,1383.02,120.15,1.79,89.06260416666667,97.55635416666667,0.035354959904757434,11.129438717067584,5.394043528064147,16.862657502863687,0.0446118192352259,2.1544951590594743,7.83763888888889,7.895172413793103,974.8742081447964,971.652036199095,892,Invierno,Normal
2024-02-03,3,2,Febrero,Saturday,Weekend,2715.1,9.068434,113.12916666666666,164.99,712.54,169.84,1.29,89.82510416666666,97.030625,0.00334,11.193692660550456,4.997821100917432,17.382016036655212,0.0060254924681344,1.8732686980609417,6.439944521497919,8.310416666666667,975.1511210762332,972.7381165919282,892,Invierno,Normal
2024-02-04,4,2,Febrero,Sunday,Weekend,604.24,2.0181616,25.176666666666666,110.06,333.08,1042.82,0.08,87.20895833333333,58.36656249999999,0.00334,11.483390607101947,4.754982817869416,18.204233409610985,0.0084393063583815,1.622607489597781,5.616272600834492,8.141666666666667,974.622072072072,972.2036036036036,891,Invierno,Normal
2024-02-05,5,2,Febrero,Monday,Weekday,5028.6900000000005,198.17680177999998,209.52875000000003,431.86,1704.85,112.44000000000001,2.24,86.9209375,97.57968749999999,0.039409230193151686,11.139540229885055,4.692298850574713,17.576490825688076,0.0100928074245939,1.5625348189415045,5.663826815642459,7.072222222222222,973.867264573991,970.240807174888,890,Invierno,Normal
2024-02-06,6,2,Febrero,Tuesday,Weekday,4741.22,179.78381629,197.55083333333334,481.43,1786.1,139.21,2.13,89.24489583333333,97.586875,0.03791931534288643,11.297935779816513,5.976261467889908,16.615463917525773,0.0456546929316338,2.0115438108484005,7.318270571827057,6.03986013986014,970.768918918919,966.9846846846848,891,Invierno,Normal
2024-02-07,7,2,Febrero,Wednesday,Weekday,3677.07,137.73812895999998,153.21125,306.72,1458.96,143.39,1.6300000000000001,87.04312499999999,97.48666666666666,0.03745866381657134,11.128950403690888,6.01162255466053,16.24475201845444,0.4421911421911422,2.668200836820084,9.489200561009818,4.523943661971831,967.0506787330318,960.7701357466065,892,Invierno,Normal
2024-02-08,8,2,Febrero,Thursday,Weekday,4902.05,185.51118838,204.25208333333333,441.79,2031.18,112.03,2.2,84.98156250000001,97.8184375,0.03784359367611509,12.131300345224396,8.283889528193326,15.979286536248562,10.150410316529891,4.458888888888889,16.082801664355063,2.76986301369863,962.7651583710408,947.4570135746608,891,Invierno,Normal
2024-02-09,9,2,Febrero,Friday,Weekday,5070.37,187.58775975,211.26541666666665,461.42,2090.04,109.62,2.27,86.89666666666666,97.3915625,0.03699685816814158,11.786781609195405,9.136436781609197,14.440114942528735,12.281582054309329,3.9418410041841008,14.351748251748251,1.4172413793103449,947.415909090909,935.946818181818,889,Invierno,Normal
2024-02-10,10,2,Febrero,Saturday,Weekend,801.21,2.6760414,33.38375,250.77,383.01,1194.45,0.15,89.89166666666667,56.47,0.0033399999999999997,9.527314814814815,6.296296296296297,12.758796296296296,1.6375442739079102,4.877542372881356,15.153682719546742,5.153900709219858,953.1596330275228,938.7279816513762,883,Invierno,Normal
2024-02-11,11,2,Febrero,Sunday,Weekend,413.76,1.3819583999999998,17.24,18.97,176.5,1057.96,0.0,86.97072916666667,57.83229166666666,0.0033399999999999997,8.81463133640553,5.060599078341014,12.566168009205985,3.647417840375587,3.033520336605891,11.374788732394366,3.189583333333333,955.8027149321268,950.552036199095,885,Invierno,Frío
2024-02-12,12,2,Febrero,Monday,Weekday,3968.94,158.29359158,165.3725,473.05,1503.8,228.96,1.81,86.7109375,97.096875,0.03988309008954532,12.269088811995385,7.606459054209919,16.9277970011534,0.633922261484099,3.848179271708683,14.19493670886076,6.469230769230769,963.3768181818182,952.3209090909093,884,Invierno,Normal
